frame,x_measure,y_measure,x_est,y_est,vx_est,vy_est
105,24.6861089341075,6.77622191591525,24.6861089341075,6.77622191591525,0.0642894065414049,1.15157934012634
106,24.6903440846218,6.81716553062076,24.6893941693237,6.81602055000753,0.0642957456491665,1.15158698097128
107,24.6934313148755,6.84911755344999,24.6926895393448,6.85120651906431,0.0644019475020046,1.15128789855404
108,24.6815415619649,6.90294353446789,24.686615211199,6.89786016304691,0.0627303027708528,1.15296274651065
109,24.6869057258178,6.95367418226553,24.6875884341062,6.94710556085727,0.0623676890335279,1.15645160463406
110,24.6968345608244,6.96834392794834,24.6941333387506,6.97488428197122,0.0643571048060637,1.15163471690873
111,24.6853391522857,7.04226594124547,24.6894469336886,7.03139524501287,0.0604973473130496,1.16184905090627
112,24.6943559393236,7.06072709451683,24.6932751234103,7.06425522352861,0.0617263820979525,1.15783708806616
113,24.6958135870398,7.12161221539736,24.6956352102745,7.1146375188305,0.0619630737773046,1.16709195173033
114,24.6927973421492,7.1835896119479,24.6946179961465,7.17245121315221,0.0592183020374082,1.18388391895104
115,24.7147880336997,7.22382100965645,24.708058218818,7.21943134612523,0.0705119759078109,1.19125045565282
116,24.7237688216206,7.28013122516765,24.7188436363252,7.27240607448013,0.0795647247244106,1.20544968767164
117,24.7235770514123,7.32403985038148,24.7228129152433,7.31984460735171,0.0810830123217654,1.21378535573478
118,24.7298622524625,7.37046242096595,24.7282697202863,7.36675306856709,0.0844666665298963,1.22166661932296
119,24.7486350112208,7.42832762529923,24.7422181423193,7.42071687885454,0.0989139771209732,1.23880189501633
120,24.7718280648383,7.49818019796823,24.7622287575508,7.48499828439514,0.121640091706787,1.27000973838966
121,24.7744231242803,7.52662004903258,24.7714609209034,7.52689468012092,0.12896606947095,1.26933053409794
122,24.8033190626335,7.57052647969297,24.7933051280376,7.57006187753385,0.154691772722561,1.27052409264988
123,24.8087210403303,7.60681966684877,24.8050007628765,7.60886419044047,0.164571204913511,1.26509473087829
124,24.7994917614353,7.65671705958668,24.8034765403959,7.65467369012661,0.153678867901176,1.27068025243925
125,24.8032488369234,7.67733370746643,24.8051861791616,7.68447408654132,0.148247729025064,1.25066293716113
126,24.8113788133571,7.7372645985289,24.810928587441,7.73326851516917,0.149538048688949,1.26211546522326
127,24.8105658157137,7.77063396525632,24.8124975670637,7.77234729592989,0.143893968725836,1.25710955422709
128,24.810184216633,7.79920384361195,24.8127495068577,7.80464444428006,0.136271413391818,1.2409432432018
129,24.8170852431406,7.85951354836041,24.8171613260558,7.85466344585649,0.136041981309487,1.2555689855786
130,24.8253942444914,7.89594161614682,24.8240645985332,7.89616337344397,0.140103635815323,1.25489158606513
131,24.829213442723,7.95292167689243,24.8290429089149,7.94756634015064,0.140630472104173,1.27143602241921
132,24.8212509275979,7.99079831876059,24.8257393687157,7.9905076950093,0.126626685179167,1.2723427588521
133,24.8302317155188,8.03378050479942,24.830135689275,8.03348623324044,0.126928880855366,1.27326883477937
134,24.8255454998669,8.0812085184827,24.8287153139739,8.07932736361167,0.116877834119988,1.27923371943405
135,24.8369543923566,8.13219200415833,24.8353964994262,8.12853684609332,0.121850438824245,1.29090053929977
136,24.8404379505208,8.19570020724016,24.8400877755733,8.18705433861772,0.122974632819477,1.31865704689073
137,24.849416797106,8.23598391550617,24.8475418904181,8.23421500040021,0.12902430258881,1.32436471880334
138,24.8231651268354,8.26835543566591,24.8334527964177,8.27195991755204,0.0956824213322084,1.31268275272961
139,24.8479872143521,8.33273350486725,24.8439201033719,8.32664683120523,0.108914858352014,1.33248588234293
140,24.854366950012,8.38043229268258,24.8519244696051,8.37708918418349,0.116888474542226,1.34339965015838
141,24.8467690683814,8.42577379248048,24.8500150472,8.42439024687634,0.106260356712054,1.34792971228327
142,24.865468773832,8.46607102679221,24.8612009868903,8.46725199370045,0.120270380749221,1.34405290798219
143,24.8609311125667,8.49398777228194,24.8624658461142,8.50047760408003,0.115220817979921,1.32270013760815
144,24.8693852076621,8.53647500211431,24.8682835155785,8.53939035125216,0.118852789562771,1.31308904447188
145,24.8802296778884,8.57984950678337,24.8773706485724,8.58105119803646,0.128294581955005,1.30912052296435
146,24.8835464921942,8.61717379643204,24.8828676379216,8.61988137790642,0.130539868153704,1.3001652941886
147,24.8968785731499,8.65198954268776,24.8934201643343,8.65602779214438,0.141993633497121,1.2867911778996
148,24.9052705455018,8.69720544650421,24.9027231050677,8.69783521152733,0.150440207712254,1.28470305959286
149,24.9140669065279,8.74564920080629,24.9118019944851,8.74387723912462,0.157957637195031,1.29058434625499
150,24.928762986852,8.80911838726015,24.9245764097378,8.80117580909165,0.171865593645659,1.31696987033858
151,24.9360799656423,8.85368065177529,24.9340140925756,8.85061462568307,0.178733837841684,1.32716324390657
152,24.9513567585687,8.90272790827317,24.9472821393135,8.89992402010671,0.192289623884782,1.33649145488598
153,24.9670846166329,8.95545053534651,24.9622913252175,8.95153602358929,0.20824584652701,1.34952233820191
154,24.9829610290837,9.01686089305068,24.9780480130684,9.00959380210218,0.224609137362705,1.37372611086409
155,25.001430390829,9.05733386044936,24.995741739809,9.05665236742779,0.243564393692197,1.37599692601254
156,25.0573732718568,9.10738993628212,25.0382164988072,9.10566236127679,0.307422473067613,1.38175570498491
157,25.0593963125043,9.16366841517435,25.0554858396647,9.15940732704143,0.320462372123329,1.39596476905472
158,25.068736331942,9.19422672775781,25.0678206048867,9.19843686069021,0.323516895830281,1.38192133681474
159,25.100999643736,9.25179898030842,25.0929856328038,9.2492026425919,0.350255781126604,1.39058406225647
