frame,x_measure,y_measure,x_est,y_est,vx_est,vy_est
172,24.6988813626093,6.20083892550236,24.6988813626093,6.20083892550236,-1.30055691984642,0.458538933005478
173,24.6712019922207,6.21441127891757,24.664059114154,6.21519646200001,-1.30050925299246,0.458533693211801
174,24.6244732073305,6.21290838151045,24.6229801761387,6.21980454756424,-1.30029549199286,0.457546351917669
175,24.6017667480973,6.22847141156759,24.5933061971768,6.23098973739027,-1.29750794505845,0.45671662445751
176,24.546669398393,6.27180508286319,24.5479356096371,6.262118404034,-1.2981804806044,0.461861607859903
177,24.4819048995051,6.27733858065843,24.4904682531463,6.27741044403699,-1.30448728187201,0.461808681393709
178,24.4582806011637,6.2863067855049,24.4540236944722,6.28875183738957,-1.30048740313259,0.45951125940187
179,24.3979443586853,6.28197449175294,24.4026881937874,6.29024202029461,-1.30588178924642,0.450109954297112
180,24.3729223741938,6.3245066065134,24.3677791493957,6.31733742035771,-1.29905714191675,0.459622890066845
181,24.3006488226663,6.31358866864217,24.3094767770331,6.32067210982196,-1.3123659417785,0.44894407399259
182,24.2542980827163,6.33121484520611,24.2585108934164,6.33285606263901,-1.31943569198131,0.446189856415527
183,24.2301078308471,6.34367220232599,24.2243477728843,6.34517349852917,-1.30884840342687,0.443430395276182
184,24.1964445491203,6.35050293433012,24.1906476476017,6.35398296341258,-1.29733034678252,0.436515809619125
185,24.1672024017063,6.3656088337958,24.1599278566714,6.36668640077376,-1.2818741159532,0.434226302321355
186,24.0967486977635,6.36628036987474,24.1042115840665,6.3717273397098,-1.29867649075299,0.421962678707618
187,24.0785744572984,6.36770343904226,24.0721180874552,6.37430866512471,-1.28339120021377,0.406324974827719
188,24.0314662773076,6.37357376812837,24.0306759138356,6.37877774197851,-1.28143651159686,0.393454759025264
189,23.9912482363829,6.359388610616,23.9900381933315,6.37120598167231,-1.27832792244384,0.363096044566192
190,23.9682794747185,6.36679751510044,23.960698825062,6.37279233767749,-1.258197027591,0.34717641387114
191,23.8870323177026,6.36702451083459,23.8985099482361,6.3733101893593,-1.28957096855769,0.329994600395391
192,23.8642459289678,6.37211839637087,23.8610752882934,6.37653270585407,-1.28068240489077,0.317619539669099
193,23.8002503802389,6.36510117344762,23.8067874576528,6.37306061080236,-1.2994172649493,0.294808283882351
194,23.7724255300564,6.37664777980189,23.7691789719504,6.37890336183162,-1.28993165824598,0.288218054068829
195,23.7025204975869,6.36613293234808,23.7110362451119,6.37420504041987,-1.31523552292938,0.264232428642721
196,23.6684855166743,6.36394773133204,23.6680048120568,6.37081921382192,-1.31378593255697,0.243511107276328
197,23.6260839961882,6.36037628677612,23.6253943121287,6.36706046322824,-1.31167916244201,0.223093028886429
198,23.5824511293257,6.35717370606894,23.5821549838234,6.36340821817306,-1.31076426938269,0.203832524145329
199,23.5565281152242,6.34437533216064,23.5500174692098,6.35366334484662,-1.29045127047329,0.174854233643564
200,23.4837166597533,6.33522880486607,23.4920686105559,6.34394948500219,-1.31673495419278,0.147410154537384
201,23.4531179048225,6.34706569572795,23.4513276599887,6.34771305638749,-1.31105833282496,0.145357462479121
202,23.4161321481361,6.33656846786867,23.4130624333312,6.34231093628141,-1.30126017662198,0.127028201920641
203,23.3597251765003,6.34544894603663,23.363284872499,6.34584391035257,-1.31268814682648,0.1257602171163
204,23.3542652962063,6.33862985916682,23.3417867026035,6.34272364589977,-1.27242407876807,0.11255099555831
205,23.3007643762778,6.33590685546942,23.3002499310026,6.33969892821717,-1.27075678442692,0.100261055814459
206,23.2531048920006,6.32512298853589,23.2548060924106,6.33154947514999,-1.27629167821087,0.0793523371211138
207,23.2226235672793,6.32472158581909,23.2188938648369,6.32811876246606,-1.26411585248209,0.0682620607621208
208,23.1721471081339,6.32230007296145,23.1737842887072,6.32520222077193,-1.26947637669204,0.0587597286107755
209,23.1244032725795,6.31940748910518,23.1269201769522,6.32218694080278,-1.27773871294322,0.0496355184227007
210,23.0813319712232,6.32037406900748,23.082390607822,6.32161716599119,-1.28122182697562,0.0455454949411237
211,23.0324885649572,6.32207311098131,23.0350510505864,6.32245424953894,-1.28966962752325,0.0442889874005312
212,22.9929558655026,6.33219283396465,22.9926202401002,6.32923336071996,-1.28856124246648,0.0540624905297883
213,22.9429222590013,6.33715345865953,22.945323387355,6.33496250997854,-1.29650288851846,0.0613089748405344
214,22.9136555386663,6.31809331038202,22.9095033442409,6.32486841987407,-1.28275140246081,0.0388707616516885
215,22.9055956205425,6.31034014872396,22.8916654332264,6.3160081672709,-1.23656293837751,0.0200772547779661
216,22.8475166438969,6.31876639914553,22.8485512242294,6.31801848951221,-1.23999679565189,0.0225596284073897
217,22.7945000602939,6.30587108371329,22.7990397768457,6.3104908696818,-1.25507789373731,0.00721253690297063
218,22.7811475130082,6.29302619677576,22.7725582666873,6.29936649302372,-1.22652190830754,-0.0138665427406438
219,22.757798951195,6.28717963051446,22.7484294089825,6.29137788733916,-1.19535052722904,-0.0278336566487488
220,22.7200225405195,6.26237826224871,22.7159125832014,6.27242965544669,-1.18166903191965,-0.0612933931495524
221,22.6789840408127,6.25070352566294,22.6780889443831,6.2577504848791,-1.17868782380688,-0.0847639950776778
222,22.6594747616447,6.21134904739441,22.6520578695927,6.22695036755671,-1.15397386446586,-0.136749434457581
223,22.5983382790377,6.20187767148342,22.6037859585996,6.20922100273443,-1.1721334132048,-0.161228036813601
224,22.5832056801481,6.18335995018698,22.5765713715706,6.19069294318331,-1.15001058619545,-0.185680703376184
225,22.5320210618202,6.15343965090767,22.5342330283678,6.16455908849653,-1.1573888810921,-0.222770997396134
